source,title,author,price,tags,image,url,ai_caption,primary_hex,primary_descriptor,ai_palette,image_confidence
Lapa Ninja (Post),Oasis Cannabis,FOOD DRINKS,,,https://cdn.lapa.ninja/assets/images/1x/oasiscannabis-thumb.webp,https://www.lapa.ninja/post/oasiscannabis/,"Relaxed cannabis brand site with earthy tones and a clean, spacious layout.",,earthy green,"[""#4caf50"", ""#a5d6a7"", ""#ffffff"", ""#c8e6c9""]",0.5
Lapa Ninja (Post),Linear,PRODUCTIVITY,,,https://cdn.lapa.ninja/assets/images/1x/linear-04-05-2021-thumb.webp,https://www.lapa.ninja/post/linear-2/,"Minimalist layout with a serene mood, featuring a muted color palette and clean lines.",,neutral tones,"[""#f0f0f0"", ""#cccccc"", ""#ffffff"", ""#000000""]",0.5
Lapa Ninja (Post),HNST Jeans,FASHION,,,https://cdn.lapa.ninja/assets/images/1x/letsbehonest-thumb.webp,https://www.lapa.ninja/post/letsbehonest/,"Casual fashion post with a relaxed vibe, featuring a neutral color palette and minimal layout.",,neutral tones,"[""#f5f5f5"", ""#dcdcdc"", ""#a9a9a9"", ""#ffffff""]",0.5
Lapa Ninja (Post),Lamanna Bakery,FOOD DRINKS,,,https://cdn.lapa.ninja/assets/images/1x/lamannabakery-thumb.webp,https://www.lapa.ninja/post/lamannabakery/,"Inviting bakery site with warm beige tones and a cozy, grid-based layout.",,warm beige,"[""#f5e1c1"", ""#d9b89b"", ""#c6a57a"", ""#ffffff""]",0.5
Lapa Ninja (Post),Joasia Fidler,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/fidlerowna-thumb.webp,https://www.lapa.ninja/post/fidlerowna/,Minimalist portfolio showcasing a serene aesthetic with neutral tones and clean layout.,,neutral tones,"[""#ffffff"", ""#f0f0f0"", ""#d9d9d9"", ""#bfbfbf""]",0.5
Lapa Ninja (Post),iMAL,MINIMAL,,,https://cdn.lapa.ninja/assets/images/1x/imal-thumb.webp,https://www.lapa.ninja/post/imal/,"Minimalist design with a serene mood, featuring a clean layout and subtle color tones.",,neutral tones,"[""#ffffff"", ""#f0f0f0"", ""#e0e0e0"", ""#d0d0d0""]",0.5
Lapa Ninja (Post),Please Repeat,FASHION,,,https://cdn.lapa.ninja/assets/images/1x/pleaserepeat-thumb.webp,https://www.lapa.ninja/post/pleaserepeat/,Minimalist design with a neutral palette and a focus on typography.,,neutral tones,"[""#ffffff"", ""#f0f0f0"", ""#000000"", ""#cccccc""]",0.5
Lapa Ninja (Post),Glide,ILLUSTRATION,,,https://cdn.lapa.ninja/assets/images/1x/glide-thumb.webp,https://www.lapa.ninja/post/glide/,"Minimalist design with a serene mood, featuring a soft color palette and spacious layout.",,soft neutral,"[""#f0f0f0"", ""#ffffff"", ""#d9d9d9"", ""#bfbfbf""]",0.5
Lapa Ninja (Post),AAPI Safety Card,COMMUNITY,,,https://cdn.lapa.ninja/assets/images/1x/aapisafetybadge-thumb.webp,https://www.lapa.ninja/post/aapisafetybadge/,Community-focused safety card design with a warm and inviting color tone.,,warm and inviting,"[""#f0c0c0"", ""#f9e0b0"", ""#d0e0f0"", ""#ffffff""]",0.5
Lapa Ninja (Post),Acquis Consulting,CORPORATE,,,https://cdn.lapa.ninja/assets/images/1x/acquisconsulting-thumb.webp,https://www.lapa.ninja/post/acquisconsulting/,"Professional consulting site with a clean layout and muted tones, emphasizing clarity.",,neutral tones,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#333333""]",0.5
Lapa Ninja (Post),Legwrk,MINIMAL,,,https://cdn.lapa.ninja/assets/images/1x/legwrk-thumb.webp,https://www.lapa.ninja/post/legwrk/,Minimalist design with a neutral palette and spacious layout emphasizing simplicity.,,neutral tones,"[""#f5f5f5"", ""#ffffff"", ""#000000"", ""#cccccc""]",0.5
Lapa Ninja (Post),Companion-Platform,MINIMAL,,,https://cdn.lapa.ninja/assets/images/1x/companion-platform-thumb.webp,https://www.lapa.ninja/post/companion-platform/,Minimalist platform design with a serene mood and a clean layout emphasizing usability.,,neutral tones,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#999999""]",0.5
Lapa Ninja (Post),Superfood Gin,FOOD DRINKS,,,https://cdn.lapa.ninja/assets/images/1x/superfoodgin-thumb.webp,https://www.lapa.ninja/post/superfoodgin/,"Fresh and vibrant layout with a focus on wellness, featuring a lively color palette.",,vibrant green,"[""#4caf50"", ""#a5d6a7"", ""#ffffff"", ""#f0f4c3""]",0.5
Lapa Ninja (Post),Do-Hee Kim,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/do-hee-thumb.webp,https://www.lapa.ninja/post/do-hee/,Minimalist portfolio showcasing a serene mood with a neutral color palette and clean layout.,,neutral,"[""#ffffff"", ""#f0f0f0"", ""#d9d9d9"", ""#bfbfbf""]",0.5
Lapa Ninja (Post),loadmo.re,DESIGN TOOLS,,,https://cdn.lapa.ninja/assets/images/1x/loadmore-thumb.webp,https://www.lapa.ninja/post/loadmore/,Minimalist design with a clean layout and a neutral color palette.,,neutral gray,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#333333""]",0.5
Lapa Ninja (Post),Found,STUDIO,,,https://cdn.lapa.ninja/assets/images/1x/found-studio-thumb.webp,https://www.lapa.ninja/post/found-studio/,"Minimalist design with a serene mood, featuring a soft color palette and spacious layout.",,soft neutral,"[""#f0f0f0"", ""#ffffff"", ""#d9d9d9"", ""#bfbfbf""]",0.5
Lapa Ninja (Post),AVA Company,AGENCY,,,https://cdn.lapa.ninja/assets/images/1x/avacompany-thumb.webp,https://www.lapa.ninja/post/avacompany/,Modern corporate site with a clean layout and a neutral color tone.,,neutral gray,"[""#f0f0f0"", ""#ffffff"", ""#000000"", ""#cccccc""]",0.5
Lapa Ninja (Post),Vectornator 4.0,DESIGN TOOLS,,,https://cdn.lapa.ninja/assets/images/1x/vectornator-03-31-2021-thumb.webp,https://www.lapa.ninja/post/vectornator-3/,Minimalist design showcasing Vectornator 4.0 with a clean layout and neutral tones.,,neutral,"[""#ffffff"", ""#f0f0f0"", ""#e0e0e0"", ""#cccccc""]",0.5
Lapa Ninja (Post),Fabio Formato,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/fabioformato-thumb.webp,https://www.lapa.ninja/post/fabioformato/,Minimalist portfolio layout with a neutral tone and clean design elements.,,neutral,"[""#ffffff"", ""#f0f0f0"", ""#000000"", ""#cccccc""]",0.5
Lapa Ninja (Post),Atomic Digital Design,AGENCY,,,https://cdn.lapa.ninja/assets/images/1x/atomicdigital-thumb.webp,https://www.lapa.ninja/post/atomicdigital/,Modern digital design showcase with a clean layout and a vibrant color scheme.,,vibrant,"[""#ff6f61"", ""#6f5b7f"", ""#88b04b"", ""#f7cac9""]",0.5
Lapa Ninja (Post),CoType Foundry,FOUNDRY,,,https://cdn.lapa.ninja/assets/images/1x/cotypefoundry-thumb.webp,https://www.lapa.ninja/post/cotypefoundry/,Minimalist design showcasing a modern type foundry with a clean layout and neutral tones.,,neutral gray,"[""#f5f5f5"", ""#cccccc"", ""#333333"", ""#ffffff""]",0.5
Lapa Ninja (Post),MBRC the ocean,CORPORATE,,,https://cdn.lapa.ninja/assets/images/1x/mbrctheocean-thumb.webp,https://www.lapa.ninja/post/mbrctheocean/,Serene ocean-themed layout with a tranquil color palette and minimalistic design elements.,,calm blue,"[""#0077be"", ""#00aaff"", ""#e0f7fa"", ""#ffffff""]",0.5
Lapa Ninja (Post),Zero Waste App,APP,,,https://cdn.lapa.ninja/assets/images/1x/zerowaste-thumb.webp,https://www.lapa.ninja/post/zerowaste/,"Eco-friendly app design with a fresh green palette and clean, minimal layout.",,fresh green,"[""#4caf50"", ""#a5d6a7"", ""#ffffff"", ""#c8e6c9""]",0.5
Lapa Ninja (Post),3drops,STUDIO,,,https://cdn.lapa.ninja/assets/images/1x/3drops-03-30-2021-thumb.webp,https://www.lapa.ninja/post/3drops-5/,"Minimalist design with a serene mood, featuring a soft color palette and spacious layout.",,soft neutral,"[""#f0f0f0"", ""#ffffff"", ""#d9d9d9"", ""#bfbfbf""]",0.5
Lapa Ninja (Post),Ruby Hibiscus Water,FOOD DRINKS,,,https://cdn.lapa.ninja/assets/images/1x/ruby-thumb.webp,https://www.lapa.ninja/post/ruby/,Refreshing drink post with a vibrant palette and clean layout emphasizing the beverage.,,bright coral,"[""#ff6f61"", ""#ffccbc"", ""#ffffff"", ""#f8bbd0""]",0.5
Lapa Ninja (Post),Aaply,APP,,,https://cdn.lapa.ninja/assets/images/1x/aaply-thumb.webp,https://www.lapa.ninja/post/aaply/,"Minimalist design with a neutral palette and clean layout, emphasizing simplicity.",,neutral tones,"[""#ffffff"", ""#f0f0f0"", ""#e0e0e0"", ""#d0d0d0""]",0.5
Lapa Ninja (Post),Pirsch,DEVELOPMENT TOOLS,,,https://cdn.lapa.ninja/assets/images/1x/pirsch-thumb.webp,https://www.lapa.ninja/post/pirsch/,"Minimalist design with a neutral tone and clean layout, emphasizing functionality.",,neutral gray,"[""#f5f5f5"", ""#e0e0e0"", ""#ffffff"", ""#000000""]",0.5
Lapa Ninja (Post),JAM!,ILLUSTRATION,,,https://cdn.lapa.ninja/assets/images/1x/jam-thumb.webp,https://www.lapa.ninja/post/jam/,Playful illustration site with vibrant colors and a whimsical layout.,,bright and playful,"[""#ff6f61"", ""#6b5b95"", ""#88b04b"", ""#f7cac9""]",0.5
Lapa Ninja (Post),Jellypepper,AGENCY,,,https://cdn.lapa.ninja/assets/images/1x/jellypepper-thumb.webp,https://www.lapa.ninja/post/jellypepper/,Playful design showcasing vibrant colors and a dynamic layout with engaging visuals.,,bright and playful,"[""#ff6f61"", ""#6b5b95"", ""#88b04b"", ""#f7cac9""]",0.5
Lapa Ninja (Post),Coolection,DESIGN TOOLS,,,https://cdn.lapa.ninja/assets/images/1x/coolection-thumb.webp,https://www.lapa.ninja/post/coolection/,Minimalist design showcasing a cool color palette with a clean layout.,,cool tones,"[""#f0f4f8"", ""#a0c4e1"", ""#b9e3f0"", ""#ffffff""]",0.5
Lapa Ninja (Post),Superlist,PRODUCTIVITY,,,https://cdn.lapa.ninja/assets/images/1x/superlist-thumb.webp,https://www.lapa.ninja/post/superlist/,Minimalist productivity tool with a clean layout and neutral tones.,,neutral gray,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#333333""]",0.5
Lapa Ninja (Post),Statamic,CMS,,,https://cdn.lapa.ninja/assets/images/1x/statamic-thumb.webp,https://www.lapa.ninja/post/statamic/,"Minimalist CMS site with a clean layout and neutral tones, emphasizing usability.",,neutral tones,"[""#ffffff"", ""#f0f0f0"", ""#e0e0e0"", ""#cccccc""]",0.5
Lapa Ninja (Post),Commonry,ECOMMERCE,,,https://cdn.lapa.ninja/assets/images/1x/commonry-thumb.webp,https://www.lapa.ninja/post/commonry/,Minimalist e-commerce site with a neutral palette and clean layout.,,neutral tones,"[""#f5f5f5"", ""#ffffff"", ""#000000"", ""#cccccc""]",0.5
Lapa Ninja (Post),First on SoundCloud,MUSIC,,,https://cdn.lapa.ninja/assets/images/1x/firston-soundcloud-thumb.webp,https://www.lapa.ninja/post/firston-soundcloud/,Energetic music platform layout with vibrant tones and a dynamic visual style.,,vibrant,"[""#ff5733"", ""#33c1ff"", ""#ff33a1"", ""#f4f442""]",0.5
Lapa Ninja (Post),Chapter20,ECOMMERCE,,,https://cdn.lapa.ninja/assets/images/1x/chapter20care-thumb.webp,https://www.lapa.ninja/post/chapter20care/,Minimalist ecommerce layout with a neutral tone and clean design elements.,,neutral,"[""#f0f0f0"", ""#ffffff"", ""#000000"", ""#cccccc""]",0.5
Lapa Ninja (Post),Abound,TECHNOLOGY,,,https://cdn.lapa.ninja/assets/images/1x/withabound-thumb.webp,https://www.lapa.ninja/post/withabound/,"Minimalist design with a serene mood, featuring a soft color palette and spacious layout.",,soft neutral,"[""#f0f0f0"", ""#ffffff"", ""#d9d9d9"", ""#bfbfbf""]",0.5
Lapa Ninja (Post),DISTANCE,ECOMMERCE,,,https://cdn.lapa.ninja/assets/images/1x/distance-store-thumb.webp,https://www.lapa.ninja/post/distance-store/,Minimalist ecommerce site with a neutral tone and clean layout emphasizing product distance.,,neutral,"[""#ffffff"", ""#f0f0f0"", ""#e0e0e0"", ""#cccccc""]",0.5
Lapa Ninja (Post),Kiff,APP,,,https://cdn.lapa.ninja/assets/images/1x/kiff-thumb.webp,https://www.lapa.ninja/post/kiff/,"Minimalist design with a neutral tone, featuring a clean layout and subtle visual elements.",,neutral,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#999999""]",0.5
Lapa Ninja (Post),Roof Studio,STUDIO,,,https://cdn.lapa.ninja/assets/images/1x/roofstudio-thumb.webp,https://www.lapa.ninja/post/roofstudio/,Modern studio showcase with a neutral palette and minimalistic layout.,,neutral tones,"[""#ffffff"", ""#f0f0f0"", ""#d9d9d9"", ""#bfbfbf""]",0.5
Lapa Ninja (Post),Sustainable Menus,HEALTH FITNESS,,,https://cdn.lapa.ninja/assets/images/1x/menudurable-thumb.webp,https://www.lapa.ninja/post/menudurable/,Eco-friendly menu design with a natural tone and clean layout.,,natural green,"[""#4caf50"", ""#a5d6a7"", ""#ffffff"", ""#f0f0f0""]",0.5
Lapa Ninja (Post),Onda,FOOD DRINKS,,,https://cdn.lapa.ninja/assets/images/1x/drinkonda-thumb.webp,https://www.lapa.ninja/post/drinkonda/,Refreshing drink post with a vibrant color palette and clean layout.,,bright and refreshing,"[""#ffcc00"", ""#ff6699"", ""#66ccff"", ""#ffffff""]",0.5
Lapa Ninja (Post),Because Animals,ILLUSTRATION,,,https://cdn.lapa.ninja/assets/images/1x/becauseanimals-thumb.webp,https://www.lapa.ninja/post/becauseanimals/,Playful illustration site with warm tones and a whimsical layout.,,warm beige,"[""#f5e1b5"", ""#f9c74f"", ""#f94144"", ""#90be6d""]",0.5
Lapa Ninja (Post),Charlie Phipps,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/phippscharlie-thumb.webp,https://www.lapa.ninja/post/phippscharlie/,Minimalist portfolio showcasing a serene mood with a neutral color palette and clean layout.,,neutral tones,"[""#f0f0f0"", ""#cccccc"", ""#ffffff"", ""#000000""]",0.5
Lapa Ninja (Post),Clover,PRODUCTIVITY,,,https://cdn.lapa.ninja/assets/images/1x/cloverapp-thumb.webp,https://www.lapa.ninja/post/cloverapp/,Minimalist productivity app with a clean layout and soft color tones.,,soft neutral,"[""#f0f0f0"", ""#ffffff"", ""#e0e0e0"", ""#d0d0d0""]",0.5
Lapa Ninja (Post),SPIRAL,MAGAZINE,,,https://cdn.lapa.ninja/assets/images/1x/spiraljournal-thumb.webp,https://www.lapa.ninja/post/spiraljournal/,"Minimalist magazine layout with a serene vibe and neutral tones, featuring a clean design.",,neutral tones,"[""#ffffff"", ""#f0f0f0"", ""#d9d9d9"", ""#bfbfbf""]",0.5
Lapa Ninja (Post),Relate,DESIGN TOOLS,,,https://cdn.lapa.ninja/assets/images/1x/relate-03-25-2021-thumb.webp,https://www.lapa.ninja/post/relate-5/,"Minimalist design with a serene mood, featuring a soft color palette and clean layout.",,soft neutral,"[""#f0f0f0"", ""#ffffff"", ""#d9d9d9"", ""#bfbfbf""]",0.5
Lapa Ninja (Post),Vera,BLOCKCHAIN,,,https://cdn.lapa.ninja/assets/images/1x/joinvera-thumb.webp,https://www.lapa.ninja/post/joinvera/,"Minimalist layout with a serene vibe, featuring a soft color palette and clean design elements.",,soft neutral,"[""#f0f0f0"", ""#ffffff"", ""#d9d9d9"", ""#cccccc""]",0.5
Lapa Ninja (Post),Flipaclip,APP,,,https://cdn.lapa.ninja/assets/images/1x/flipaclip-thumb.webp,https://www.lapa.ninja/post/flipaclip/,"Playful animation tool with vibrant colors and a clean, user-friendly layout.",,bright and playful,"[""#ffcc00"", ""#ff6699"", ""#66ccff"", ""#ffffff""]",0.5
Lapa Ninja (Post),Matthew Fisher,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/mfisher-03-21-2021-thumb.webp,https://www.lapa.ninja/post/mfisher-2/,Minimalist portfolio site with a neutral tone and clean layout emphasizing visuals.,,neutral,"[""#ffffff"", ""#f0f0f0"", ""#000000"", ""#cccccc""]",0.5
Lapa Ninja (Post),Dan Burrows,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/danburro-thumb.webp,https://www.lapa.ninja/post/danburro/,Minimalist portfolio showcasing a clean layout with neutral tones and subtle elegance.,,neutral tones,"[""#ffffff"", ""#f0f0f0"", ""#e0e0e0"", ""#d0d0d0""]",0.5
Lapa Ninja (Post),Amigos,DESIGN TOOLS,,,https://cdn.lapa.ninja/assets/images/1x/amigos-thumb.webp,https://www.lapa.ninja/post/amigos/,Playful design showcasing vibrant colors and a grid layout for a friendly vibe.,,bright and playful,"[""#ffcc00"", ""#ff6699"", ""#66ccff"", ""#ffcc66""]",0.5
Lapa Ninja (Post),Garoa Skincare,ECOMMERCE,,,https://cdn.lapa.ninja/assets/images/1x/garoaskincare-thumb.webp,https://www.lapa.ninja/post/garoaskincare/,"Fresh skincare site with a soft, natural palette and clean, minimal layout.",,soft green,"[""#a8e6cf"", ""#dcedc1"", ""#ffd3b6"", ""#ffaaa5""]",0.5
Lapa Ninja (Post),Realtime Robotics,ARTIFICIAL INTELLIGENCE,,,https://cdn.lapa.ninja/assets/images/1x/rtr-thumb.webp,https://www.lapa.ninja/post/rtr/,Futuristic robotics site with a sleek layout and a cool color tone.,,cool gray,"[""#cccccc"", ""#ffffff"", ""#000000"", ""#007acc""]",0.5
Lapa Ninja (Post),Wax Poetics,MAGAZINE,,,https://cdn.lapa.ninja/assets/images/1x/waxpoetics-thumb.webp,https://www.lapa.ninja/post/waxpoetics/,Eclectic magazine layout with a warm beige tone and artistic imagery.,,warm beige,"[""#f5f5dc"", ""#d2b48c"", ""#fff8dc"", ""#deb887""]",0.5
Lapa Ninja (Post),Fat Free,STUDIO,,,https://cdn.lapa.ninja/assets/images/1x/hellofatfree-thumb.webp,https://www.lapa.ninja/post/hellofatfree/,"Minimalist design with a fresh, light mood and a clean layout emphasizing simplicity.",,light and airy,"[""#ffffff"", ""#f0f0f0"", ""#e0e0e0"", ""#d0d0d0""]",0.5
Lapa Ninja (Post),Gareth Hughes,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/gareth-hughes-thumb.webp,https://www.lapa.ninja/post/gareth-hughes/,Minimalist portfolio showcasing a clean layout with neutral tones and subtle elegance.,,neutral,"[""#ffffff"", ""#f0f0f0"", ""#e0e0e0"", ""#cccccc""]",0.5
Lapa Ninja (Post),Reclaim,ARTIFICIAL INTELLIGENCE,,,https://cdn.lapa.ninja/assets/images/1x/reclaimai-thumb.webp,https://www.lapa.ninja/post/reclaimai/,"Modern design with a neutral tone, featuring a clean layout and minimalistic elements.",,neutral,"[""#ffffff"", ""#f0f0f0"", ""#000000"", ""#cccccc""]",0.5
Lapa Ninja (Post),Stacks,CRYPTOCURRENCY,,,https://cdn.lapa.ninja/assets/images/1x/stacks-thumb.webp,https://www.lapa.ninja/post/stacks/,Minimalist cryptocurrency post with a neutral tone and clean layout.,,neutral,"[""#ffffff"", ""#f0f0f0"", ""#e0e0e0"", ""#d0d0d0""]",0.5
Lapa Ninja (Post),VoetsDesign,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/voetsdesign-thumb.webp,https://www.lapa.ninja/post/voetsdesign/,"Minimalist portfolio site with a clean layout and neutral tones, emphasizing design work.",,neutral tones,"[""#ffffff"", ""#f0f0f0"", ""#000000"", ""#cccccc""]",0.5
Lapa Ninja (Post),Ghost 4.0,TECHNOLOGY,,,https://cdn.lapa.ninja/assets/images/1x/ghost-03-17-2021-thumb.webp,https://www.lapa.ninja/post/ghost/,"Minimalist tech showcase with a sleek, dark palette and a clean layout.",,dark gray,"[""#000000"", ""#ffffff"", ""#333333"", ""#666666""]",0.5
Lapa Ninja (Post),The European Review of Books,MAGAZINE,,,https://cdn.lapa.ninja/assets/images/1x/europeanreviewofbooks-thumb.webp,https://www.lapa.ninja/post/europeanreviewofbooks/,Sophisticated literary magazine layout with a neutral tone and clean design elements.,,neutral,"[""#f0f0f0"", ""#ffffff"", ""#000000"", ""#cccccc""]",0.5
Lapa Ninja (Post),NOKO NOKO,STUDIO,,,https://cdn.lapa.ninja/assets/images/1x/nokonoko-thumb.webp,https://www.lapa.ninja/post/nokonoko/,"Minimalist design with a serene mood, featuring a soft color palette and spacious layout.",,soft neutral,"[""#f0f0f0"", ""#ffffff"", ""#d9d9d9"", ""#bfbfbf""]",0.5
Lapa Ninja (Post),Pupy,APP,,,https://cdn.lapa.ninja/assets/images/1x/pupy-thumb.webp,https://www.lapa.ninja/post/pupy/,Playful design showcasing a vibrant color palette with a whimsical layout.,,bright and playful,"[""#ffcc00"", ""#ff6699"", ""#66ccff"", ""#ffccff""]",0.5
Lapa Ninja (Post),twobirds.,STUDIO,,,https://cdn.lapa.ninja/assets/images/1x/twobirds-thumb.webp,https://www.lapa.ninja/post/twobirds/,Minimalist design showcasing a serene mood with soft tones and a clean layout.,,soft neutral,"[""#f0f0f0"", ""#d9d9d9"", ""#ffffff"", ""#cccccc""]",0.5
Lapa Ninja (Post),Showtime,NFT,,,https://cdn.lapa.ninja/assets/images/1x/tryshowtime-thumb.webp,https://www.lapa.ninja/post/tryshowtime/,"Minimalist layout with a neutral tone, featuring a clean design and subtle visual elements.",,neutral gray,"[""#ffffff"", ""#f0f0f0"", ""#e0e0e0"", ""#d0d0d0""]",0.5
Lapa Ninja (Post),The Hiring Chain,CULTURE,,,https://cdn.lapa.ninja/assets/images/1x/hiringchain-thumb.webp,https://www.lapa.ninja/post/hiringchain/,"Professional layout with a neutral tone, featuring a structured design and subtle color palette.",,neutral gray,"[""#f0f0f0"", ""#cccccc"", ""#333333"", ""#ffffff""]",0.5
Lapa Ninja (Post),Andrey Bolonev,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/bolonev-thumb.webp,https://www.lapa.ninja/post/bolonev/,Minimalist portfolio showcasing a modern aesthetic with a neutral color palette and clean layout.,,neutral,"[""#ffffff"", ""#f0f0f0"", ""#000000"", ""#cccccc""]",0.5
Lapa Ninja (Post),Château Boll,REAL ESTATE,,,https://cdn.lapa.ninja/assets/images/1x/chateauboll-thumb.webp,https://www.lapa.ninja/post/chateauboll/,Elegant real estate showcase with a sophisticated color palette and minimalistic layout.,,neutral tones,"[""#f5f5f5"", ""#dcdcdc"", ""#ffffff"", ""#000000""]",0.5
Lapa Ninja (Post),Coder,TECHNOLOGY,,,https://cdn.lapa.ninja/assets/images/1x/coder-03-15-2021-thumb.webp,https://www.lapa.ninja/post/coder-3/,Tech-focused layout with a neutral tone and minimalistic design elements.,,neutral gray,"[""#f0f0f0"", ""#cccccc"", ""#333333"", ""#ffffff""]",0.5
Lapa Ninja (Post),Around,PRODUCTIVITY,,,https://cdn.lapa.ninja/assets/images/1x/around-thumb.webp,https://www.lapa.ninja/post/around/,"Minimalist layout with a serene mood, featuring a soft color palette and clean typography.",,soft neutral,"[""#f0f0f0"", ""#ffffff"", ""#d9d9d9"", ""#bfbfbf""]",0.5
Lapa Ninja (Post),Lu Yu,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/luyu-03-12-2021-thumb.webp,https://www.lapa.ninja/post/luyu-2/,Minimalist portfolio showcasing a serene mood with neutral tones and a clean layout.,,neutral tones,"[""#ffffff"", ""#f0f0f0"", ""#d9d9d9"", ""#bfbfbf""]",0.5
Lapa Ninja (Post),Tangan,HEALTH FITNESS,,,https://cdn.lapa.ninja/assets/images/1x/tangan-thumb.webp,https://www.lapa.ninja/post/tangan/,Energetic health-focused layout with a vibrant color scheme and engaging imagery.,,bright and lively,"[""#ffcc00"", ""#ff6600"", ""#ffffff"", ""#cccccc""]",0.5
Lapa Ninja (Post),Jameen Tarlier,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/jameenctarlier-thumb.webp,https://www.lapa.ninja/post/jameenctarlier/,Minimalist portfolio layout with a neutral tone and clean design elements.,,neutral,"[""#ffffff"", ""#f0f0f0"", ""#000000"", ""#cccccc""]",0.5
Lapa Ninja (Post),Index,CORPORATE,,,https://cdn.lapa.ninja/assets/images/1x/galeriaindex-thumb.webp,https://www.lapa.ninja/post/galeriaindex/,"Minimalist layout with a neutral tone, featuring a clean design and subtle visual elements.",,neutral,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#999999""]",0.5
Lapa Ninja (Post),Showhere,ILLUSTRATION,,,https://cdn.lapa.ninja/assets/images/1x/showhere-thumb.webp,https://www.lapa.ninja/post/showhere/,"Minimalist design with a serene mood, featuring a soft color palette and clean layout.",,soft neutral,"[""#f0f0f0"", ""#ffffff"", ""#d9d9d9"", ""#bfbfbf""]",0.5
Lapa Ninja (Post),Animus Studios,STUDIO,,,https://cdn.lapa.ninja/assets/images/1x/animusstudios-thumb.webp,https://www.lapa.ninja/post/animusstudios/,Minimalist studio showcase with a neutral palette and clean layout emphasizing visuals.,,neutral tones,"[""#ffffff"", ""#f0f0f0"", ""#d9d9d9"", ""#bfbfbf""]",0.5
Lapa Ninja (Post),Talia Cotton,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/taliacotton-thumb.webp,https://www.lapa.ninja/post/taliacotton/,Minimalist portfolio layout with a neutral tone and clean design elements.,,neutral,"[""#ffffff"", ""#f0f0f0"", ""#000000"", ""#cccccc""]",0.5
Lapa Ninja (Post),Blue Cyclops Design Co,STUDIO,,,https://cdn.lapa.ninja/assets/images/1x/bluecyclops-03-10-2021-thumb.webp,https://www.lapa.ninja/post/bluecyclops-2/,Playful design studio showcasing a whimsical layout with a vibrant color scheme.,,vibrant,"[""#00aaff"", ""#ffcc00"", ""#ff6699"", ""#ffffff""]",0.5
Lapa Ninja (Post),Female Faces,CORPORATE,,,https://cdn.lapa.ninja/assets/images/1x/femalefaces-thumb.webp,https://www.lapa.ninja/post/femalefaces/,"Minimalist layout featuring female faces with a soft, neutral color tone.",,soft neutral,"[""#f0f0f0"", ""#d9d9d9"", ""#ffffff"", ""#cccccc""]",0.5
Lapa Ninja (Post),Julie Blaive,ECOMMERCE,,,https://cdn.lapa.ninja/assets/images/1x/julieblaive-thumb.webp,https://www.lapa.ninja/post/julieblaive/,"Minimalist layout with a serene mood, featuring a soft color palette and elegant typography.",,soft neutral,"[""#f0f0f0"", ""#ffffff"", ""#d9d9d9"", ""#bfbfbf""]",0.5
Lapa Ninja (Post),Amanda Yeh,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/amandayeh-thumb.webp,https://www.lapa.ninja/post/amandayeh/,Minimalist portfolio showcasing a serene mood with a neutral color tone and clean layout.,,neutral,"[""#ffffff"", ""#f0f0f0"", ""#d9d9d9"", ""#bfbfbf""]",0.5
Lapa Ninja (Post),Markit by Reify,ILLUSTRATION,,,https://cdn.lapa.ninja/assets/images/1x/gotomarkit-thumb.webp,https://www.lapa.ninja/post/gotomarkit/,"Minimalist design with a clean layout and a neutral color tone, emphasizing simplicity.",,neutral,"[""#ffffff"", ""#f0f0f0"", ""#e0e0e0"", ""#d0d0d0""]",0.5
Lapa Ninja (Post),Fleex,BUSINESS,,,https://cdn.lapa.ninja/assets/images/1x/fleex-thumb.webp,https://www.lapa.ninja/post/fleex/,Minimalist design with a neutral palette and clean layout emphasizing simplicity.,,neutral tones,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#999999""]",0.5
