source,title,url,image,dominant_colors,color_weights,primary_hex,primary_descriptor,elements,mood_keywords,confidence,caption,tags,cluster
Lapa Ninja (Post),OpenAI,https://www.lapa.ninja/post/openai-2/,https://cdn.lapa.ninja/assets/images/1x/openai-04-17-2021-thumb.webp,"[""#fa7d3c"", ""#fcfcfb""]","{""#fa7d3c"": 0.2444, ""#fcfcfb"": 0.3015}",#fa7d3c,bright orange,"rounded buttons, large typography, grid layout, sidebar, video background, avatar","futuristic, modern, minimal",0.62,Modern grid layout with bright orange sidebar and large typography.,"modern, grid, bright-orange, rounded-buttons, video-background, minimal",4
Lapa Ninja (Post),Oboosho,https://www.lapa.ninja/post/oboosho/,https://cdn.lapa.ninja/assets/images/1x/oboosho-thumb.webp,"[""#4145c5"", ""#faf5f5""]","{""#4145c5"": 0.2331, ""#faf5f5"": 0.696}",#4145c5,bright blue,"rounded buttons, large typography, grid layout, pricing cards, split screen, form","modern, futuristic, professional",0.62,Modern grid layout with bright blue accents and large typography elements.,"modern, grid, bright-blue, rounded-buttons, professional, futuristic",7
Lapa Ninja (Post),Font Review Journal,https://www.lapa.ninja/post/fontreviewjournal/,https://cdn.lapa.ninja/assets/images/1x/fontreviewjournal-thumb.webp,"[""#fa3501"", ""#f7fdf6""]","{""#fa3501"": 0.2388, ""#f7fdf6"": 0.7}",#fa3501,bright red,"large typography, grid layout, top navigation, avatar, two-column layout, split screen","minimal, modern, creative",0.62,Minimal grid layout with bright red typography and a split screen design.,"minimal, modern, bright-red, grid, typography, creative, split-screen",4
Lapa Ninja (Post),Car Thing,https://www.lapa.ninja/post/carthing/,https://cdn.lapa.ninja/assets/images/1x/carthing-thumb.webp,"[""#fecfd4"", ""#503b4b""]","{""#fecfd4"": 0.3709, ""#503b4b"": 0.244}",#fecfd4,light bright red,"rounded buttons, top navigation, sidebar, pricing cards, feature list, grid layout","modern, futuristic, minimal",0.69,Modern grid layout with light bright red sidebar and rounded buttons.,"modern, minimal, light-red, grid, rounded-buttons, sidebar, pricing-cards",2
Lapa Ninja (Post),Brandpad,https://www.lapa.ninja/post/brandpad-2/,https://cdn.lapa.ninja/assets/images/1x/brandpad-04-14-2021-thumb.webp,"[""#000000"", ""#ffffff""]","{""#000000"": 0.3645, ""#ffffff"": 0.6131}",#000000,dark neutral,"grid layout, pricing cards, rounded buttons, sidebar, large typography, feature list","minimal, creative, artistic",0.68,Minimal grid layout with dark neutral pricing cards and large typography.,"minimal, grid, dark-neutral, pricing-cards, typography, creative",7
Lapa Ninja (Post),VOLK GLOBAL,https://www.lapa.ninja/post/volk-global/,https://cdn.lapa.ninja/assets/images/1x/volk-global-thumb.webp,"[""#000000"", ""#fafafa""]","{""#000000"": 0.8362, ""#fafafa"": 0.0739}",#000000,dark neutral,"sidebar, large typography, form, pricing cards, footer, logo","futuristic, modern, retro",0.75,Modern layout with dark neutral tones featuring large typography and a sidebar.,"modern, futuristic, dark, sidebar, typography, pricing-cards",1
Lapa Ninja (Post),Dan Woodger,https://www.lapa.ninja/post/danwoodger/,https://cdn.lapa.ninja/assets/images/1x/danwoodger-thumb.webp,"[""#f3aa64"", ""#fbfbfb""]","{""#f3aa64"": 0.2398, ""#fbfbfb"": 0.3665}",#f3aa64,bright orange,"icon list, sidebar, search bar, hero image, card list, grid layout","artistic, creative, modern",0.62,Creative grid layout with bright orange hero and an icon list.,"artistic, modern, bright-orange, grid, hero, sidebar",7
Lapa Ninja (Post),Luma,https://www.lapa.ninja/post/luma/,https://cdn.lapa.ninja/assets/images/1x/luma-thumb.webp,"[""#fefdf9"", ""#e1d5d7""]","{""#fefdf9"": 0.8369, ""#e1d5d7"": 0.0736}",#fefdf9,light neutral,"rounded buttons, grid layout, pricing cards, feature list, sidebar, split screen","modern, minimal, professional",0.75,Modern split screen layout with light neutral tones and rounded buttons.,"modern, minimal, light, grid, professional, rounded-buttons",0
Lapa Ninja (Post),Nuro,https://www.lapa.ninja/post/nuro-ai/,https://cdn.lapa.ninja/assets/images/1x/nuro-04-13-2021-thumb.webp,"[""#edf0f8"", ""#7d9bac""]","{""#edf0f8"": 0.4469, ""#7d9bac"": 0.1727}",#edf0f8,light neutral,"sidebar, large typography, rounded buttons, grid layout, feature list, video background","modern, futuristic, retro",0.72,Modern grid layout with light neutral background and large typography.,"modern, grid, light, typography, rounded-buttons, video-background",3
Lapa Ninja (Post),Schweppes,https://www.lapa.ninja/post/schweppes/,https://cdn.lapa.ninja/assets/images/1x/schweppes-thumb.webp,"[""#ffe501"", ""#0d0d0a""]","{""#ffe501"": 0.8235, ""#0d0d0a"": 0.0686}",#ffe501,bright yellow,"sidebar, video background, footer, top navigation, split screen, avatar","bold, cool, futuristic",0.75,Bold split screen layout with bright yellow video background and top navigation.,"bold, split-screen, bright-yellow, video-background, navigation, modern",5
Lapa Ninja (Post),Coffee Supreme,https://www.lapa.ninja/post/coffeesupreme/,https://cdn.lapa.ninja/assets/images/1x/coffeesupreme-thumb.webp,"[""#d7d0cd"", ""#fbfaf1""]","{""#d7d0cd"": 0.1871, ""#fbfaf1"": 0.5708}",#d7d0cd,muted orange,"pricing cards, grid layout, rounded buttons, large typography, top navigation, sidebar","luxury, modern, cool",0.59,Modern grid layout with light neutral pricing cards and large typography.,"modern, grid, neutral, luxury, pricing-cards, rounded-buttons",7
Lapa Ninja (Post),Gabriel Norman,https://www.lapa.ninja/post/gnrm/,https://cdn.lapa.ninja/assets/images/1x/gnrm-thumb.webp,"[""#16171b"", ""#f4f0e7""]","{""#16171b"": 0.8686, ""#f4f0e7"": 0.0699}",#16171b,dark muted blue,"large typography, grid layout, sidebar, icon list, feature list, form","modern, minimal, artistic",0.75,Modern grid layout with dark muted blue typography and a structured sidebar.,"modern, minimal, dark-muted-blue, grid, sidebar, artistic",4
Lapa Ninja (Post),Flow,https://www.lapa.ninja/post/flowfi/,https://cdn.lapa.ninja/assets/images/1x/flowfi-thumb.webp,"[""#010101"", ""#0f1323""]","{""#010101"": 0.7486, ""#0f1323"": 0.2048}",#010101,dark neutral,"data table, sidebar, large typography, video background, search bar, pricing cards","modern, futuristic, professional",0.75,Modern layout featuring dark neutral tones with large typography and a video background.,"modern, professional, dark, typography, video-background, layout",6
Lapa Ninja (Post),Clubhouse,https://www.lapa.ninja/post/clubhouse-2/,https://cdn.lapa.ninja/assets/images/1x/clubhouse-04-13-2021-thumb.webp,"[""#fdfdfd""]","{""#fdfdfd"": 0.8888}",#fdfdfd,light neutral,"rounded buttons, feature list, sidebar, top navigation, footer, icon list","modern, cool, minimal",0.75,Modern layout with light neutral tones featuring a sidebar and rounded buttons.,"modern, minimal, light, sidebar, rounded-buttons, clean",1
Lapa Ninja (Post),Ko-fi,https://www.lapa.ninja/post/ko-fi-2/,https://cdn.lapa.ninja/assets/images/1x/ko-fi-04-13-2021-thumb.webp,"[""#fefefe"", ""#c9bac6""]","{""#fefefe"": 0.7476, ""#c9bac6"": 0.0873}",#fefefe,light neutral,"grid layout, feature list, sidebar, video background, search bar, rounded buttons","cool, modern, professional",0.75,Modern grid layout with light neutral background and rounded buttons.,"modern, grid, light, professional, rounded-buttons, sidebar",2
Lapa Ninja (Post),Bitneki,https://www.lapa.ninja/post/bitneki/,https://cdn.lapa.ninja/assets/images/1x/bitneki-thumb.webp,"[""#fed404"", ""#4a9ec9""]","{""#fed404"": 0.4315, ""#4a9ec9"": 0.3342}",#fed404,bright yellow,"sidebar, search bar, rounded buttons, large typography, video background, pricing cards","retro, creative, cool",0.72,Creative layout with bright yellow sidebar and large typography over a video background.,"retro, creative, bright-yellow, sidebar, video-background, rounded-buttons, large-typography",6
Lapa Ninja (Post),Argon Ventures,https://www.lapa.ninja/post/argon-ventures/,https://cdn.lapa.ninja/assets/images/1x/argon-ventures-thumb.webp,"[""#ffffff"", ""#3e3666""]","{""#ffffff"": 0.8131, ""#3e3666"": 0.0629}",#ffffff,light neutral,"sidebar, pricing cards, form, feature list, avatar, large typography","modern, warm, cool",0.75,Modern layout with light neutral background and prominent pricing cards.,"modern, neutral, pricing-cards, sidebar, large-typography, feature-list",7
Lapa Ninja (Post),Sentempo,https://www.lapa.ninja/post/studiosentempo/,https://cdn.lapa.ninja/assets/images/1x/studiosentempo-thumb.webp,"[""#151414"", ""#d3c1c0""]","{""#151414"": 0.4267, ""#d3c1c0"": 0.3074}",#151414,dark gray,"video background, large typography, sidebar, search bar, split screen, feature list","serious, minimal, bold",0.71,Serious split screen layout with dark gray video background and large typography.,"serious, minimal, dark-gray, bold, split-screen, video-background",5
Lapa Ninja (Post),Valery Marier,https://www.lapa.ninja/post/marier/,https://cdn.lapa.ninja/assets/images/1x/marier-thumb.webp,"[""#fafafa""]","{""#fafafa"": 0.9162}",#fafafa,light neutral,"large typography, pricing cards, rounded buttons, grid layout, feature list, sidebar","modern, professional, minimal",0.75,Modern grid layout with light neutral background and large typography.,"modern, professional, minimal, grid, typography, rounded-buttons",3
Lapa Ninja (Post),Pragma,https://www.lapa.ninja/post/pragma/,https://cdn.lapa.ninja/assets/images/1x/pragma-thumb.webp,"[""#020202"", ""#fcfdfd""]","{""#020202"": 0.3974, ""#fcfdfd"": 0.5537}",#020202,dark neutral,"rounded buttons, grid layout, feature list, large typography, sidebar, top navigation","modern, futuristic, minimal",0.7,Modern grid layout with dark neutral tones and large typography.,"modern, grid, dark, rounded-buttons, minimal, futuristic",4
Lapa Ninja (Post),Iron Fish,https://www.lapa.ninja/post/ironfish/,https://cdn.lapa.ninja/assets/images/1x/ironfish-thumb.webp,"[""#1b016f"", ""#fefdfb""]","{""#1b016f"": 0.4643, ""#fefdfb"": 0.4108}",#1b016f,dark bright blue,"sidebar, grid layout, pricing cards, chart, feature list, large typography","trustworthy, futuristic, modern",0.73,Modern grid layout with dark bright blue sidebar and large typography.,"modern, grid, dark-blue, sidebar, trustworthy, futuristic",7
Lapa Ninja (Post),Materia,https://www.lapa.ninja/post/materia/,https://cdn.lapa.ninja/assets/images/1x/materia-thumb.webp,"[""#edebe9"", ""#1a0f0c""]","{""#edebe9"": 0.4213, ""#1a0f0c"": 0.199}",#edebe9,light neutral,"grid layout, large typography, video background, sidebar, rounded buttons, icon list","artistic, modern, cool",0.71,Modern grid layout with light neutral background and large typography.,"modern, grid, light, artistic, video-background, rounded-buttons",3
Lapa Ninja (Post),Charlie Osborne,https://www.lapa.ninja/post/charlieosborne/,https://cdn.lapa.ninja/assets/images/1x/charlieosborne-thumb.webp,"[""#0d1018""]","{""#0d1018"": 0.9358}",#0d1018,dark neutral,"large typography, search bar, rounded buttons, sidebar, split screen, grid layout","futuristic, minimal, creative",0.75,Minimal split screen layout with dark neutral tones and large typography.,"minimal, futuristic, dark, grid, rounded-buttons, creative",0
Lapa Ninja (Post),Jeremiah Shoaf,https://www.lapa.ninja/post/jeremiahshoaf/,https://cdn.lapa.ninja/assets/images/1x/jeremiahshoaf-thumb.webp,"[""#194929""]","{""#194929"": 0.9422}",#194929,dark bright green,"icon list, two-column layout, large typography, pricing cards, sidebar, feature list","professional, creative, cool",0.75,Professional two-column layout with dark bright green typography and an icon list.,"professional, creative, dark-green, two-column, typography, icons",1
Lapa Ninja (Post),Ombia Studio,https://www.lapa.ninja/post/ombiastudio/,https://cdn.lapa.ninja/assets/images/1x/ombiastudio-thumb.webp,"[""#88837d"", ""#1a1816""]","{""#88837d"": 0.6762, ""#1a1816"": 0.1954}",#88837d,muted gray,"grid layout, single column, icon list, video background, two-column layout, feature list","modern, minimal, futuristic",0.75,Modern grid layout with muted gray tones and a video background.,"modern, minimal, muted-gray, grid, video-background, futuristic",6
Lapa Ninja (Post),Martin Laxenaire,https://www.lapa.ninja/post/martin-laxenaire-2/,https://cdn.lapa.ninja/assets/images/1x/martin-laxenaire-04-07-2021-thumb.webp,"[""#ffffff"", ""#4f4f50""]","{""#ffffff"": 0.7769, ""#4f4f50"": 0.086}",#ffffff,light neutral,"large typography, grid layout, footer, form, split screen, feature list","futuristic, friendly, modern",0.75,Modern grid layout with light neutral background and large typography.,"modern, grid, light, typography, friendly, futuristic",3
Lapa Ninja (Post),Empathy,https://www.lapa.ninja/post/empathy/,https://cdn.lapa.ninja/assets/images/1x/empathy-thumb.webp,"[""#efe8e0"", ""#fed295""]","{""#efe8e0"": 0.4724, ""#fed295"": 0.2594}",#efe8e0,light muted orange,"large typography, rounded buttons, grid layout, search bar, sidebar, pricing cards","minimal, modern, calm",0.74,Minimal grid layout with light muted orange typography and rounded buttons.,"minimal, modern, calm, light, grid, rounded-buttons",2
Lapa Ninja (Post),Mamboleoo,https://www.lapa.ninja/post/mamboleoo/,https://cdn.lapa.ninja/assets/images/1x/mamboleoo-thumb.webp,"[""#010101"", ""#f6f8f8""]","{""#010101"": 0.8341, ""#f6f8f8"": 0.0727}",#010101,dark neutral,"sidebar, large typography, rounded buttons, footer, split screen, top navigation","modern, futuristic, cool",0.75,Modern split screen layout with dark neutral tones and large typography.,"modern, split-screen, dark-neutral, large-typography, rounded-buttons, footer",0
Lapa Ninja (Post),The New Company,https://www.lapa.ninja/post/thenewcompany/,https://cdn.lapa.ninja/assets/images/1x/thenewcompany-thumb.webp,"[""#fdfcfc"", ""#9d7358""]","{""#fdfcfc"": 0.8715, ""#9d7358"": 0.0544}",#fdfcfc,light neutral,"grid layout, rounded buttons, video background, sidebar, split screen, footer","minimal, cool, modern",0.75,Minimal grid layout with light neutral background and rounded buttons.,"minimal, grid, light, modern, rounded-buttons, video-background",2
Lapa Ninja (Post),Finematter,https://www.lapa.ninja/post/finematter/,https://cdn.lapa.ninja/assets/images/1x/finematter-thumb.webp,"[""#cfc8c2"", ""#fefdfd""]","{""#cfc8c2"": 0.1809, ""#fefdfd"": 0.4961}",#cfc8c2,muted orange,"rounded buttons, grid layout, large typography, top navigation, sidebar, feature list","minimal, luxury, elegant",0.59,Minimal grid layout with light neutral tones and rounded buttons.,"minimal, luxury, neutral, grid, rounded-buttons, elegant",2
Lapa Ninja (Post),Primer,https://www.lapa.ninja/post/withprimer/,https://cdn.lapa.ninja/assets/images/1x/withprimer-thumb.webp,"[""#fcfcfe"", ""#e5def3""]","{""#fcfcfe"": 0.7729, ""#e5def3"": 0.1166}",#fcfcfe,light neutral,"grid layout, rounded buttons, sidebar, feature list, search bar, pricing cards","minimal, modern, friendly",0.75,Minimal grid layout with light neutral background and rounded buttons.,"minimal, modern, light, grid, friendly, rounded-buttons",2
Lapa Ninja (Post),Qatalog,https://www.lapa.ninja/post/qatalog-2/,https://cdn.lapa.ninja/assets/images/1x/qatalog-04-05-2021-thumb.webp,"[""#2d2d2c"", ""#d7e0d9""]","{""#2d2d2c"": 0.7934, ""#d7e0d9"": 0.0693}",#2d2d2c,dark gray,"rounded buttons, grid layout, sidebar, search bar, large typography, icon list","modern, minimal, professional",0.75,Modern grid layout with dark gray sidebar and large typography.,"modern, minimal, dark-gray, grid, professional, rounded-buttons",4
Lapa Ninja (Post),Patrik Hübner,https://www.lapa.ninja/post/patrik-huebner/,https://cdn.lapa.ninja/assets/images/1x/patrik-huebner-thumb.webp,"[""#000000"", ""#ffffff""]","{""#000000"": 0.234, ""#ffffff"": 0.7304}",#000000,dark neutral,"large typography, chart, rounded buttons, sidebar, icon list, centered hero","creative, artistic, minimal",0.62,Minimal layout with dark neutral tones featuring large typography and a centered hero.,"minimal, creative, dark, typography, centered-hero, rounded-buttons",1
Lapa Ninja (Post),Oasis Cannabis,https://www.lapa.ninja/post/oasiscannabis/,https://cdn.lapa.ninja/assets/images/1x/oasiscannabis-thumb.webp,"[""#db9320"", ""#e8f4e8""]","{""#db9320"": 0.794, ""#e8f4e8"": 0.1001}",#db9320,bright orange,"sidebar, large typography, video background, feature list, avatar, chart","cool, vibrant, creative",0.75,Vibrant layout with bright orange sidebar and large typography featuring a video background.,"vibrant, creative, bright-orange, sidebar, large-typography, video-background",6
Lapa Ninja (Post),Linear,https://www.lapa.ninja/post/linear-2/,https://cdn.lapa.ninja/assets/images/1x/linear-04-05-2021-thumb.webp,"[""#070708"", ""#1c1e28""]","{""#070708"": 0.5622, ""#1c1e28"": 0.3179}",#070708,dark neutral,"feature list, icon list, search bar, sidebar, top navigation, rounded buttons","modern, futuristic, cool",0.75,Modern layout with dark neutral tones featuring a prominent search bar and rounded buttons.,"modern, dark, neutral, layout, rounded-buttons, search-bar, futuristic",1
Lapa Ninja (Post),HNST Jeans,https://www.lapa.ninja/post/letsbehonest/,https://cdn.lapa.ninja/assets/images/1x/letsbehonest-thumb.webp,"[""#ebceb4"", ""#f4f1e9""]","{""#ebceb4"": 0.3813, ""#f4f1e9"": 0.3254}",#ebceb4,bright orange,"rounded buttons, grid layout, sidebar, feature list, pricing cards, large typography","retro, minimal, modern",0.69,Modern grid layout with bright orange sidebar and large typography.,"modern, grid, bright-orange, rounded-buttons, retro, minimal",7
Lapa Ninja (Post),Lamanna Bakery,https://www.lapa.ninja/post/lamannabakery/,https://cdn.lapa.ninja/assets/images/1x/lamannabakery-thumb.webp,"[""#fd4301"", ""#ffc502""]","{""#fd4301"": 0.333, ""#ffc502"": 0.3319}",#fd4301,bright orange,"sidebar, large typography, logo, video background, hero image, split screen","artistic, trustworthy, retro",0.67,Artistic split screen layout with bright orange hero and large typography.,"artistic, retro, bright-orange, split-screen, large-typography, trustworthy",5
Lapa Ninja (Post),Joasia Fidler,https://www.lapa.ninja/post/fidlerowna/,https://cdn.lapa.ninja/assets/images/1x/fidlerowna-thumb.webp,"[""#3562fe"", ""#fcfcfc""]","{""#3562fe"": 0.3066, ""#fcfcfc"": 0.4665}",#3562fe,bright blue,"split screen, sidebar, large typography, grid layout, video background, feature list","creative, modern, artistic",0.65,Creative split screen layout with bright blue accents and large typography.,"modern, artistic, bright-blue, grid, sidebar, video-background",5
Lapa Ninja (Post),iMAL,https://www.lapa.ninja/post/imal/,https://cdn.lapa.ninja/assets/images/1x/imal-thumb.webp,"[""#fbfcfc"", ""#aba8a4""]","{""#fbfcfc"": 0.5966, ""#aba8a4"": 0.1738}",#fbfcfc,light neutral,"grid layout, large typography, icon list, sidebar, two-column layout, data table","modern, futuristic, minimal",0.75,Modern two-column layout with light neutral background and large typography.,"modern, minimal, grid, typography, sidebar, futuristic",1
Lapa Ninja (Post),Please Repeat,https://www.lapa.ninja/post/pleaserepeat/,https://cdn.lapa.ninja/assets/images/1x/pleaserepeat-thumb.webp,"[""#935031"", ""#fcfaf9""]","{""#935031"": 0.2566, ""#fcfaf9"": 0.3557}",#935031,bright orange,"grid layout, rounded buttons, feature list, chart, pricing cards, avatar","luxury, modern, artistic",0.63,Modern grid layout with bright orange feature list and rounded buttons.,"modern, luxury, grid, bright-orange, rounded-buttons, artistic, pricing-cards",7
Lapa Ninja (Post),Glide,https://www.lapa.ninja/post/glide/,https://cdn.lapa.ninja/assets/images/1x/glide-thumb.webp,"[""#fff8fe"", ""#e7a0b2""]","{""#fff8fe"": 0.6744, ""#e7a0b2"": 0.0916}",#fff8fe,light neutral,"rounded buttons, grid layout, pricing cards, video background, feature list, sidebar","modern, minimal, luxury",0.75,Modern grid layout with light neutral background and rounded buttons.,"modern, minimal, light, grid, rounded-buttons, luxury",2
Lapa Ninja (Post),AAPI Safety Card,https://www.lapa.ninja/post/aapisafetybadge/,https://cdn.lapa.ninja/assets/images/1x/aapisafetybadge-thumb.webp,"[""#000000"", ""#e0dfdf""]","{""#000000"": 0.5486, ""#e0dfdf"": 0.365}",#000000,dark neutral,"sidebar, large typography, rounded buttons, video background, centered hero, cta button","trustworthy, modern, cool",0.75,Modern layout with dark neutral tones featuring a centered hero and large typography.,"modern, trustworthy, dark, centered-hero, large-typography, rounded-buttons",1
Lapa Ninja (Post),Acquis Consulting,https://www.lapa.ninja/post/acquisconsulting/,https://cdn.lapa.ninja/assets/images/1x/acquisconsulting-thumb.webp,"[""#0745d8"", ""#fcfdfa""]","{""#0745d8"": 0.3884, ""#fcfdfa"": 0.3314}",#0745d8,bright blue,"large typography, grid layout, rounded buttons, split screen, sidebar, video background","minimal, modern, bold",0.69,Modern grid layout with bright blue accents and large typography.,"modern, minimal, bright-blue, grid, bold, rounded-buttons",4
Lapa Ninja (Post),Legwrk,https://www.lapa.ninja/post/legwrk/,https://cdn.lapa.ninja/assets/images/1x/legwrk-thumb.webp,"[""#121212"", ""#f1f1f1""]","{""#121212"": 0.4579, ""#f1f1f1"": 0.4089}",#121212,dark neutral,"sidebar, rounded buttons, search bar, large typography, feature list, split screen","professional, futuristic, cool",0.73,Professional split screen layout with dark neutral background and large typography.,"professional, futuristic, dark, split-screen, large-typography, rounded-buttons",0
Lapa Ninja (Post),Companion-Platform,https://www.lapa.ninja/post/companion-platform/,https://cdn.lapa.ninja/assets/images/1x/companion-platform-thumb.webp,"[""#ebece9"", ""#615247""]","{""#ebece9"": 0.6871, ""#615247"": 0.1135}",#ebece9,light gray,"grid layout, card list, icon list, feature list, large typography, rounded buttons","modern, artistic, creative",0.75,Modern grid layout with light gray cards and large typography elements.,"modern, grid, light-gray, artistic, rounded-buttons, creative",3
Lapa Ninja (Post),Superfood Gin,https://www.lapa.ninja/post/superfoodgin/,https://cdn.lapa.ninja/assets/images/1x/superfoodgin-thumb.webp,"[""#fbefe9"", ""#1e3557""]","{""#fbefe9"": 0.4965, ""#1e3557"": 0.3274}",#fbefe9,light neutral,"grid layout, sidebar, top navigation, search bar, large typography, pricing cards","minimal, friendly, creative",0.75,Minimal grid layout with light neutral background and large typography for clear navigation.,"minimal, friendly, grid, light, typography, sidebar, navigation",3
Lapa Ninja (Post),Do-Hee Kim,https://www.lapa.ninja/post/do-hee/,https://cdn.lapa.ninja/assets/images/1x/do-hee-thumb.webp,"[""#e6fde4"", ""#f9f518""]","{""#e6fde4"": 0.4602, ""#f9f518"": 0.4329}",#e6fde4,light neutral,"large typography, pricing cards, sidebar, grid layout, footer, feature list","professional, modern, creative",0.73,Professional grid layout with light neutral background and large typography.,"professional, modern, light, grid, typography, sidebar, pricing-cards",3
Lapa Ninja (Post),loadmo.re,https://www.lapa.ninja/post/loadmore/,https://cdn.lapa.ninja/assets/images/1x/loadmore-thumb.webp,"[""#1b1210"", ""#f8f7f7""]","{""#1b1210"": 0.2265, ""#f8f7f7"": 0.3706}",#1b1210,dark muted red,"sidebar, grid layout, large typography, footer, feature list, search bar","modern, minimal, cool",0.61,Modern grid layout with dark muted red sidebar and large typography.,"modern, minimal, dark-red, grid, typography, sidebar",4
Lapa Ninja (Post),Found,https://www.lapa.ninja/post/found-studio/,https://cdn.lapa.ninja/assets/images/1x/found-studio-thumb.webp,"[""#a2b0be"", ""#fdfdfd""]","{""#a2b0be"": 0.2405, ""#fdfdfd"": 0.4363}",#a2b0be,muted blue,"rounded buttons, large typography, footer, form, search bar, video background","futuristic, modern, bold",0.62,Modern layout with muted blue accents and large typography elements.,"modern, futuristic, muted-blue, large-typography, rounded-buttons, video-background",6
Lapa Ninja (Post),AVA Company,https://www.lapa.ninja/post/avacompany/,https://cdn.lapa.ninja/assets/images/1x/avacompany-thumb.webp,"[""#f4f2f0"", ""#b69d8a""]","{""#f4f2f0"": 0.8038, ""#b69d8a"": 0.098}",#f4f2f0,light neutral,"large typography, grid layout, two-column layout, sidebar, avatar, icon list","minimal, professional, serious",0.75,Minimal two-column layout with light neutral background and large typography.,"minimal, professional, grid, serious, typography, layout",3
Lapa Ninja (Post),Vectornator 4.0,https://www.lapa.ninja/post/vectornator-3/,https://cdn.lapa.ninja/assets/images/1x/vectornator-03-31-2021-thumb.webp,"[""#20114f"", ""#020204""]","{""#20114f"": 0.477, ""#020204"": 0.3451}",#20114f,dark bright blue,"avatar, video background, feature list, split screen, sidebar, grid layout","futuristic, modern, artistic",0.74,Modern split screen layout with dark bright blue video background and a feature list.,"modern, futuristic, dark-bright-blue, split-screen, grid, artistic",5
Lapa Ninja (Post),Fabio Formato,https://www.lapa.ninja/post/fabioformato/,https://cdn.lapa.ninja/assets/images/1x/fabioformato-thumb.webp,"[""#131311"", ""#c7c7c6""]","{""#131311"": 0.785, ""#c7c7c6"": 0.1528}",#131311,dark neutral,"video background, large typography, feature list, sidebar, split screen, pricing cards","professional, modern, cool",0.75,Professional split screen layout with dark neutral video background and large typography.,"professional, modern, dark, split-screen, video-background, typography, feature-list",5
Lapa Ninja (Post),Atomic Digital Design,https://www.lapa.ninja/post/atomicdigital/,https://cdn.lapa.ninja/assets/images/1x/atomicdigital-thumb.webp,"[""#2f3142"", ""#181a1e""]","{""#2f3142"": 0.4999, ""#181a1e"": 0.3273}",#2f3142,dark muted blue,"video background, split screen, grid layout, large typography, feature list, sidebar","futuristic, modern, professional",0.75,Modern split screen layout with dark muted blue video background and large typography.,"modern, professional, dark-muted-blue, grid, video-background, futuristic",5
Lapa Ninja (Post),CoType Foundry,https://www.lapa.ninja/post/cotypefoundry/,https://cdn.lapa.ninja/assets/images/1x/cotypefoundry-thumb.webp,"[""#eae9ea"", ""#cbc9cc""]","{""#eae9ea"": 0.5341, ""#cbc9cc"": 0.3725}",#eae9ea,light gray,"large typography, form, grid layout, footer, pricing cards, rounded buttons","modern, minimal, professional",0.75,Modern grid layout with light gray background and large typography elements.,"modern, minimal, light-gray, grid, typography, professional",3
Lapa Ninja (Post),MBRC the ocean,https://www.lapa.ninja/post/mbrctheocean/,https://cdn.lapa.ninja/assets/images/1x/mbrctheocean-thumb.webp,"[""#faf9f7"", ""#cfd4d9""]","{""#faf9f7"": 0.6164, ""#cfd4d9"": 0.1269}",#faf9f7,light neutral,"rounded buttons, top navigation, large typography, search bar, video background, grid layout","minimal, modern, calm",0.75,Minimal grid layout with light neutral background and large typography.,"minimal, modern, calm, light, grid, typography, rounded-buttons",3
Lapa Ninja (Post),Zero Waste App,https://www.lapa.ninja/post/zerowaste/,https://cdn.lapa.ninja/assets/images/1x/zerowaste-thumb.webp,"[""#151312"", ""#f4f2ee""]","{""#151312"": 0.8505, ""#f4f2ee"": 0.0817}",#151312,dark neutral,"sidebar, large typography, footer, avatar, feature list, search bar","futuristic, modern, retro",0.75,Modern layout with dark neutral tones featuring large typography and a sidebar.,"modern, dark, futuristic, sidebar, typography, app",1
Lapa Ninja (Post),3drops,https://www.lapa.ninja/post/3drops-5/,https://cdn.lapa.ninja/assets/images/1x/3drops-03-30-2021-thumb.webp,"[""#eaedeb"", ""#020202""]","{""#eaedeb"": 0.5919, ""#020202"": 0.3448}",#eaedeb,light neutral,"sidebar, top navigation, data table, feature list, large typography, pricing cards","modern, minimal, futuristic",0.75,Modern layout with light neutral background and large typography for clear data presentation.,"modern, minimal, light, typography, data-table, sidebar, pricing-cards",1
Lapa Ninja (Post),Ruby Hibiscus Water,https://www.lapa.ninja/post/ruby/,https://cdn.lapa.ninja/assets/images/1x/ruby-thumb.webp,"[""#c88391"", ""#f6d2d4""]","{""#c88391"": 0.2854, ""#f6d2d4"": 0.2616}",#c88391,bright red,"sidebar, video background, pricing cards, feature list, search bar, rounded buttons","futuristic, artistic, luxury",0.64,Artistic layout with bright red video background and rounded buttons alongside pricing cards.,"artistic, luxury, bright-red, futuristic, sidebar, rounded-buttons, modern",6
Lapa Ninja (Post),Aaply,https://www.lapa.ninja/post/aaply/,https://cdn.lapa.ninja/assets/images/1x/aaply-thumb.webp,"[""#f4f4f4"", ""#e8c049""]","{""#f4f4f4"": 0.7581, ""#e8c049"": 0.1012}",#f4f4f4,light neutral,"rounded buttons, large typography, cta button, sidebar, grid layout, search bar","creative, futuristic, modern",0.75,Modern grid layout with light neutral background and large typography.,"modern, grid, light, rounded-buttons, creative, sidebar",3
